,country,year,parent_company,empty,hdpe,ldpe,o,pet,pp,ps,pvc,grand_total,num_events,volunteers,easy,medium,hard,unbranded,branded
1,Argentina,2019,Unbranded,0,155,50,532,848,122,114,17,1838,4,243,1125,663,50,1838,0
2,Argentina,2019,The_Coca-Cola_Company,0,0,0,0,222,35,0,0,257,4,243,257,0,0,0,257
3,Argentina,2019,Secco,0,0,0,0,39,4,0,0,43,4,243,43,0,0,0,43
4,Argentina,2019,Doble_Cola,0,0,0,0,38,0,0,0,38,4,243,38,0,0,0,38
5,Argentina,2019,Pritty,0,0,0,0,22,7,0,0,29,4,243,29,0,0,0,29
6,Argentina,2019,PepsiCo,0,0,0,0,21,6,0,0,27,4,243,27,0,0,0,27
7,Argentina,2019,Casoni,0,0,0,0,26,0,0,0,26,4,243,26,0,0,0,26
8,Argentina,2019,Villa_Del_Sur_-_Levite,0,0,0,0,19,1,0,0,20,4,243,20,0,0,0,20
9,Argentina,2019,Manaos,0,0,0,0,14,4,0,0,18,4,243,18,0,0,0,18
10,Argentina,2019,La_Bichy_Ahora,0,0,0,0,14,3,0,0,17,4,243,17,0,0,0,17
11,Argentina,2019,Villavicencio,0,0,0,0,14,1,0,0,15,4,243,15,0,0,0,15
12,Argentina,2019,Eco_De_Los_Andes,0,0,0,0,14,0,0,0,14,4,243,14,0,0,0,14
13,Argentina,2019,Cavatini,0,0,0,13,0,0,0,0,13,4,243,0,13,0,0,13
14,Argentina,2019,Villa_Del_Sur,0,0,0,0,8,3,0,0,11,4,243,11,0,0,0,11
15,Argentina,2019,Cepita,0,0,0,0,9,0,0,0,9,4,243,9,0,0,0,9
16,Argentina,2019,Livra,0,0,0,0,5,4,0,0,9,4,243,9,0,0,0,9
17,Argentina,2019,Nestlé,0,1,0,0,6,2,0,0,9,4,243,9,0,0,0,9
18,Argentina,2019,Vino_Toro,0,0,0,8,0,0,0,0,8,4,243,0,8,0,0,8
19,Argentina,2019,Frutafiel,0,0,0,0,6,1,0,0,7,4,243,7,0,0,0,7
20,Argentina,2019,Unilever,0,1,0,3,1,2,0,0,7,4,243,4,3,0,0,7
21,Argentina,2019,Arcor,0,0,0,1,0,5,0,0,6,4,243,5,1,0,0,6
22,Argentina,2019,SC_Johnson,0,1,1,3,0,0,0,0,5,4,243,1,3,1,0,5
23,Argentina,2019,Seven_Up,0,0,0,0,5,0,0,0,5,4,243,5,0,0,0,5
24,Argentina,2019,Dea,0,0,0,0,3,2,0,0,5,4,243,5,0,0,0,5
25,Argentina,2019,Sierra_De_Los_Padres,0,0,0,0,4,1,0,0,5,4,243,5,0,0,0,5
26,Argentina,2019,The_Clorox_Group,0,4,0,0,0,1,0,0,5,4,243,5,0,0,0,5
27,Argentina,2019,Goliat,0,0,0,0,2,2,0,0,4,4,243,4,0,0,0,4
28,Argentina,2019,Pipas,0,0,0,0,0,4,0,0,4,4,243,4,0,0,0,4
29,Argentina,2019,Mondelez_International,0,0,0,0,0,4,0,0,4,4,243,4,0,0,0,4
30,Argentina,2019,Dr_Pepper_Snapple_Group,0,0,0,1,3,0,0,0,4,4,243,3,1,0,0,4
31,Argentina,2019,Schneider,0,0,0,4,0,0,0,0,4,4,243,0,4,0,0,4
32,Argentina,2019,Tacconi,0,0,0,0,4,0,0,0,4,4,243,4,0,0,0,4
33,Argentina,2019,Brahma,0,0,0,3,0,0,0,0,3,4,243,0,3,0,0,3
34,Argentina,2019,Baggio_Pronto,0,0,0,3,0,0,0,0,3,4,243,0,3,0,0,3
35,Argentina,2019,Fantoche,0,0,0,0,0,3,0,0,3,4,243,3,0,0,0,3
36,Argentina,2019,Fernando,0,0,0,0,1,2,0,0,3,4,243,3,0,0,0,3
37,Argentina,2019,Ferrero_Group,0,1,0,0,0,2,0,0,3,4,243,3,0,0,0,3
38,Argentina,2019,Quilmes,0,0,0,3,0,0,0,0,3,4,243,0,3,0,0,3
39,Argentina,2019,Poett,0,0,0,0,2,0,0,0,2,4,243,2,0,0,0,2
40,Argentina,2019,Hacendado,0,0,0,0,0,2,0,0,2,4,243,2,0,0,0,2
41,Argentina,2019,Yamlube,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
42,Argentina,2019,Yamaha_Motors_Argentina_S.A.,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
43,Argentina,2019,Wega_(N15),0,0,0,2,0,0,0,0,2,4,243,0,2,0,0,2
44,Argentina,2019,Valvoline,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
45,Argentina,2019,Grido,0,0,0,1,0,1,0,0,2,4,243,1,1,0,0,2
46,Argentina,2019,La_Virginia,0,0,0,0,0,2,0,0,2,4,243,2,0,0,0,2
47,Argentina,2019,Ivess,0,0,0,1,0,1,0,0,2,4,243,1,1,0,0,2
48,Argentina,2019,Terrabusi,0,0,0,0,0,2,0,0,2,4,243,2,0,0,0,2
49,Argentina,2019,Limpia-Lik,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
50,Argentina,2019,Tablada,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
51,Argentina,2019,"Mars,_Incorporated",0,0,0,0,1,1,0,0,2,4,243,2,0,0,0,2
52,Argentina,2019,Max_Aroma,0,0,0,2,0,0,0,0,2,4,243,0,2,0,0,2
53,Argentina,2019,Speed_Unlimited,0,0,0,2,0,0,0,0,2,4,243,0,2,0,0,2
54,Argentina,2019,P&G,0,0,0,1,0,1,0,0,2,4,243,1,1,0,0,2
55,Argentina,2019,Saldan,0,0,0,0,0,2,0,0,2,4,243,2,0,0,0,2
56,Argentina,2019,Prunelle,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
57,Argentina,2019,9_De_Oro,0,0,0,0,0,2,0,0,2,4,243,2,0,0,0,2
58,Argentina,2019,Daniel_Gotman,0,1,0,1,0,0,0,0,2,4,243,1,1,0,0,2
59,Argentina,2019,Bardahl,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
60,Argentina,2019,Ayudin,0,2,0,0,0,0,0,0,2,4,243,2,0,0,0,2
61,Argentina,2019,Cusenier,0,0,0,0,2,0,0,0,2,4,243,2,0,0,0,2
62,Argentina,2019,Dart,0,0,0,2,0,0,0,0,2,4,243,0,2,0,0,2
63,Argentina,2019,Anheuser-Busch_InBev,0,0,0,1,0,1,0,0,2,4,243,1,1,0,0,2
64,Argentina,2019,Beiersdorf_Global_AG,0,0,0,1,0,1,0,0,2,4,243,1,1,0,0,2
65,Argentina,2019,Benjamin,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
66,Argentina,2019,Revigal,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
67,Argentina,2019,Rinde_Dos,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
68,Argentina,2019,Rockstar,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
69,Argentina,2019,Dunox,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
70,Argentina,2019,San_Cayetano,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
71,Argentina,2019,Saladix_-_Arcor,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
72,Argentina,2019,Recreo,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
73,Argentina,2019,Savant_Pharm,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
74,Argentina,2019,Bayer,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
75,Argentina,2019,Seawalk,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
76,Argentina,2019,Si_Diet,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
77,Argentina,2019,Sidney,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
78,Argentina,2019,Resero,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
79,Argentina,2019,Diamante,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
80,Argentina,2019,Silsur,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
81,Argentina,2019,Candela,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
82,Argentina,2019,Omicron,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
83,Argentina,2019,Cedal,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
84,Argentina,2019,Paraná_Limitada,0,0,1,0,0,0,0,0,1,4,243,0,0,1,0,1
85,Argentina,2019,Cecchini,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
86,Argentina,2019,Petronas,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
87,Argentina,2019,Philip_Morris,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
88,Argentina,2019,Canela_Fina,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
89,Argentina,2019,Polvorita,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
90,Argentina,2019,Rapifix,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
91,Argentina,2019,Pop_Arcor,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
92,Argentina,2019,Porta_Bialcohol,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
93,Argentina,2019,Porteñitas,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
94,Argentina,2019,Prinz,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
95,Argentina,2019,Buss,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
96,Argentina,2019,Bubbaloo,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
97,Argentina,2019,Rafting,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
98,Argentina,2019,Baggio,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
99,Argentina,2019,Société_Bic,0,0,0,0,0,0,1,0,1,4,243,0,1,0,0,1
100,Argentina,2019,Smart,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
101,Argentina,2019,Social,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
102,Argentina,2019,Verizzia,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
103,Argentina,2019,Vida_Baggio,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
104,Argentina,2019,Villa_De_Los_Arroyos,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
105,Argentina,2019,Ala,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
106,Argentina,2019,Villa_San_Remo,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
107,Argentina,2019,Villamanaos,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
108,Argentina,2019,Agua_De_Las_Misiones,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
109,Argentina,2019,Agua_De_La_Costa,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
110,Argentina,2019,Wander,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
111,Argentina,2019,Agua_Bes,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
112,Argentina,2019,Work,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
113,Argentina,2019,Adidas,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
114,Argentina,2019,Acivag,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
115,Argentina,2019,Yogurisimo,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
116,Argentina,2019,Zebron,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
117,Argentina,2019,Alba,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
118,Argentina,2019,Alka,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
119,Argentina,2019,Tsu,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
120,Argentina,2019,Terma,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
121,Argentina,2019,Noel,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
122,Argentina,2019,Solitas,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
123,Argentina,2019,Superlay,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
124,Argentina,2019,Susarelli,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
125,Argentina,2019,Avellaneda_390_Super,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
126,Argentina,2019,Tentacion,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
127,Argentina,2019,Termofren,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
128,Argentina,2019,Trio,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
129,Argentina,2019,Argos,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
130,Argentina,2019,Arcor_Cofler,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
131,Argentina,2019,Todo_Sandwich,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
132,Argentina,2019,Topper,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
133,Argentina,2019,Trani,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
134,Argentina,2019,Traviata,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
135,Argentina,2019,Oderich,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
136,Argentina,2019,Roux_Ocefa,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
137,Argentina,2019,Oblita,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
138,Argentina,2019,Johnson_&_Johnson,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
139,Argentina,2019,Grido_Tentación,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
140,Argentina,2019,Guaymallen,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
141,Argentina,2019,D2,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
142,Argentina,2019,Hellmanns,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
143,Argentina,2019,I-Run,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
144,Argentina,2019,Impulse,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
145,Argentina,2019,Jorgito,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
146,Argentina,2019,Daiwa,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
147,Argentina,2019,Kampito,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
148,Argentina,2019,Cunnington,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
149,Argentina,2019,La_Canasta,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
150,Argentina,2019,La_Serenísima,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
151,Argentina,2019,Cumbre_Nevada,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
152,Argentina,2019,Lami_–_Polimundi,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
153,Argentina,2019,Dagatti,0,0,0,0,0,0,1,0,1,4,243,0,1,0,0,1
154,Argentina,2019,GlaxoSmithKline,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
155,Argentina,2019,Libus,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
156,Argentina,2019,Fantasio,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
157,Argentina,2019,Día,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
158,Argentina,2019,El_Pocillo,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
159,Argentina,2019,Elf,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
160,Argentina,2019,Elite,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
161,Argentina,2019,Elvive,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
162,Argentina,2019,Emeplas_Srl,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
163,Argentina,2019,De_La_Costa,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
164,Argentina,2019,Gallo,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
165,Argentina,2019,Fercola,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
166,Argentina,2019,Dar,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
167,Argentina,2019,Fresh_Baggio,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
168,Argentina,2019,Fronton,0,0,1,0,0,0,0,0,1,4,243,0,0,1,0,1
169,Argentina,2019,Frontón,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
170,Argentina,2019,Nikito,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
171,Argentina,2019,Levité,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
172,Argentina,2019,Kolynos,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
173,Argentina,2019,Life_+_Quality,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
174,Argentina,2019,Cremar,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
175,Argentina,2019,Coto_Cola,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
176,Argentina,2019,Lumilagro,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
177,Argentina,2019,Coto,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
178,Argentina,2019,Naranpol,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
179,Argentina,2019,Lubrax,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
180,Argentina,2019,Matarazzo,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
181,Argentina,2019,Mobil,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
182,Argentina,2019,Magistral,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
183,Argentina,2019,Compro,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
184,Argentina,2019,Minerva,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
185,Argentina,2019,Mc_Cain,0,0,1,0,0,0,0,0,1,4,243,0,0,1,0,1
186,Argentina,2019,Nian,0,1,0,0,0,0,0,0,1,4,243,1,0,0,0,1
187,Argentina,2019,Miglobs,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
188,Argentina,2019,Menoyo,0,0,0,0,1,0,0,0,1,4,243,1,0,0,0,1
189,Argentina,2019,Meltra,0,0,0,0,0,0,0,1,1,4,243,0,1,0,0,1
190,Argentina,2019,Lime,0,0,1,0,0,0,0,0,1,4,243,0,0,1,0,1
191,Argentina,2019,Light,0,0,0,1,0,0,0,0,1,4,243,0,1,0,0,1
192,Argentina,2019,Macucas,0,0,0,0,0,1,0,0,1,4,243,1,0,0,0,1
193,Argentina,2019,fortex,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
194,Argentina,2019,elvive,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
195,Argentina,2019,turimar,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
196,Argentina,2019,tregar,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
197,Argentina,2019,h2o,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
198,Argentina,2019,don_remigio,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
199,Argentina,2019,villa_del_sur,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
200,Argentina,2019,villa_vincencio,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
201,Argentina,2019,vino_toro,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
202,Argentina,2019,wella,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
203,Argentina,2019,doble_cola,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
204,Argentina,2019,dea,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
205,Argentina,2019,danica,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
206,Argentina,2019,cyndor,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
207,Argentina,2019,cotar,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
208,Argentina,2019,gigante,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
209,Argentina,2019,taconni,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
210,Argentina,2019,hellmas,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
211,Argentina,2019,matarazo,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
212,Argentina,2019,oral_B,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
213,Argentina,2019,nikito,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
214,Argentina,2019,poet,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
215,Argentina,2019,pritty,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
216,Argentina,2019,muelita,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
217,Argentina,2019,savora,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
218,Argentina,2019,mil_hojas,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
219,Argentina,2019,cada_dia,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
220,Argentina,2019,melburn,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
221,Argentina,2019,lia,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
222,Argentina,2019,jaimito,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
223,Argentina,2019,legitimo,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
224,Argentina,2019,la_fazenda,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
225,Argentina,2019,secco,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
226,Argentina,2019,serenisima,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
227,Argentina,2019,la_cumbre,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
228,Argentina,2019,stella_artois,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
229,Argentina,2019,paladini,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
230,Argentina,2019,jhonson,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
231,Argentina,2019,terrabusi,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
232,Argentina,2019,cepita,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
233,Argentina,2019,ALKA,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
234,Argentina,2019,brama,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
235,Argentina,2019,LA_CUMBRE,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
236,Argentina,2019,La_serenisima,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
237,Argentina,2019,Bagley,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
238,Argentina,2019,Lia,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
239,Argentina,2019,SIERRA_DE_LOS_ANDES,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
240,Argentina,2019,SCHNEIDER,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
241,Argentina,2019,Crowie,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
242,Argentina,2019,MALBORO,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
243,Argentina,2019,RENAULT,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
244,Argentina,2019,QUILMES,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
245,Argentina,2019,COLOSO,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
246,Argentina,2019,McDonald's_Corporation,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
247,Argentina,2019,Mogul,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
248,Argentina,2019,Colgate-Palmolive,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
249,Argentina,2019,Parle,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
250,Argentina,2019,Cerealitas,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
251,Argentina,2019,PERVINOX,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
252,Argentina,2019,Neval,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
253,Argentina,2019,Sierra_de_los_padres,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
254,Argentina,2019,Kimberly-Clark,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
255,Argentina,2019,blem,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
256,Argentina,2019,BC,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
257,Argentina,2019,baggio,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
258,Argentina,2019,arcor,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
259,Argentina,2019,amodil,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
260,Argentina,2019,Desconocida,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
261,Argentina,2019,Eco_de_los_andes,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
262,Argentina,2019,Emery,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
263,Argentina,2019,Agua_de_las_misiones,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
264,Argentina,2019,Felpita,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
265,Argentina,2019,Amodil,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
266,Argentina,2019,URSELLA,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
267,Argentina,2019,Twistos,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
268,Argentina,2019,GRANIX,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
269,Argentina,2019,Tremblay,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
270,Argentina,2019,Todo_Dia,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
271,Argentina,2019,TRES_LEONES,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
272,Argentina,2019,Sussex,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
273,Argentina,2019,Kaiser,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
274,Argentina,2019,GUAYMALLEN,0,0,0,0,0,0,0,0,0,4,243,0,0,0,0,0
275,Australia,2019,Woolworths_Group,0.348326796,2.076858883,5.892347492,30.15380122,3,6.19944922,1.105900025,0.208962697,3,1,5,11.2763081,31.46866394,5.892347492,0,3
278,Bangladesh,2019,Danish,0,2.076858883,5.892347492,16,13.99607778,6.19944922,1.105900025,0.208962697,16,1,100,22.27238588,17.31486272,5.892347492,0,16
279,Bangladesh,2019,Nestlé,0,2.076858883,5.892347492,0,13.99607778,6.19944922,1.105900025,0.208962697,0,1,100,22.27238588,1.314862722,5.892347492,0,0
280,Bangladesh,2019,Unbranded,0,2.076858883,5.892347492,0,13.99607778,6.19944922,1.105900025,0.208962697,0,1,100,22.27238588,1.314862722,5.892347492,0,0
281,Bangladesh,2019,Tiffin,0,2.076858883,5.892347492,0,13.99607778,6.19944922,1.105900025,0.208962697,0,1,100,22.27238588,1.314862722,5.892347492,0,0
282,Bangladesh,2019,Sun_light_Battery,0,2.076858883,5.892347492,0,13.99607778,6.19944922,1.105900025,0.208962697,0,1,100,22.27238588,1.314862722,5.892347492,0,0
283,Bangladesh,2019,SMC,0,2.076858883,5.892347492,0,13.99607778,6.19944922,1.105900025,0.208962697,0,1,100,22.27238588,1.314862722,5.892347492,0,0
